INEX_LD-20120111	vietnam	1	vietnam war movie
INEX_LD-20120111	war	1	vietnam war movie
INEX_LD-20120111	movie	1	vietnam war movie
INEX_LD-20120111	vietnam war	1	vietnam war movie
INEX_LD-20120111	war movie	0	vietnam war movie
INEX_LD-20120112	vietnam	1	vietnam war facts
INEX_LD-20120112	war	1	vietnam war facts
INEX_LD-20120112	fact	1	vietnam war facts
INEX_LD-20120112	vietnam war	1	vietnam war facts
INEX_LD-20120112	war fact	0	vietnam war facts
INEX_LD-20120121	vietnam	1	vietnam food recipes
INEX_LD-20120121	food	1	vietnam food recipes
INEX_LD-20120121	recipe	1	vietnam food recipes
INEX_LD-20120121	vietnam food	0	vietnam food recipes
INEX_LD-20120121	food recipe	0	vietnam food recipes
INEX_LD-20120122	viet	1	vietnamese food blog
INEX_LD-20120122	food	1	vietnamese food blog
INEX_LD-20120122	blog	1	vietnamese food blog
INEX_LD-20120122	viet food	1	vietnamese food blog
INEX_LD-20120122	food blog	1	vietnamese food blog
INEX_LD-20120131	vietnam	1	vietnam travel national park
INEX_LD-20120131	travel	1	vietnam travel national park
INEX_LD-20120131	national	1	vietnam travel national park
INEX_LD-20120131	park	1	vietnam travel national park
INEX_LD-20120131	vietnam travel	0	vietnam travel national park
INEX_LD-20120131	travel national	0	vietnam travel national park
INEX_LD-20120131	national park	1	vietnam travel national park
INEX_LD-20120132	vietnam	1	vietnam travel airports
INEX_LD-20120132	travel	1	vietnam travel airports
INEX_LD-20120132	airport	1	vietnam travel airports
INEX_LD-20120132	vietnam travel	0	vietnam travel airports
INEX_LD-20120132	travel airport	1	vietnam travel airports
INEX_LD-20120211	guitar	1	guitar chord tuning
INEX_LD-20120211	chord	1	guitar chord tuning
INEX_LD-20120211	tune	1	guitar chord tuning
INEX_LD-20120211	guitar chord	1	guitar chord tuning
INEX_LD-20120211	chord tune	0	guitar chord tuning
INEX_LD-20120212	guitar	1	guitar chord minor
INEX_LD-20120212	chord	1	guitar chord minor
INEX_LD-20120212	minor	1	guitar chord minor
INEX_LD-20120212	guitar chord	1	guitar chord minor
INEX_LD-20120212	chord minor	0	guitar chord minor
INEX_LD-20120221	guitar	1	guitar classical flamenco
INEX_LD-20120221	classical	1	guitar classical flamenco
