INEX_LD-20120111	vietnam	-16.850208704510244	vietnam war movie
INEX_LD-20120111	war	-19.836954792030372	vietnam war movie
INEX_LD-20120111	movie	-16.645356828018958	vietnam war movie
INEX_LD-20120111	vietnam war	-13.8917574552715	vietnam war movie
INEX_LD-20120111	war movie	-9.725436862592819	vietnam war movie
INEX_LD-20120112	vietnam	-16.850208704510244	vietnam war facts
INEX_LD-20120112	war	-19.836954792030372	vietnam war facts
INEX_LD-20120112	fact	-20.062566928629632	vietnam war facts
INEX_LD-20120112	vietnam war	-13.8917574552715	vietnam war facts
INEX_LD-20120112	war fact	-7.387090235656757	vietnam war facts
INEX_LD-20120121	vietnam	-16.850208704510244	vietnam food recipes
INEX_LD-20120121	food	-19.0293335281767	vietnam food recipes
INEX_LD-20120121	recipe	-15.963563798494	vietnam food recipes
INEX_LD-20120121	vietnam food	-4.430816798843313	vietnam food recipes
INEX_LD-20120121	food recipe	-8.50976567558744	vietnam food recipes
INEX_LD-20120122	viet	-15.999945472913417	vietnamese food blog
INEX_LD-20120122	food	-19.0293335281767	vietnamese food blog
INEX_LD-20120122	blog	-13.80801654788368	vietnamese food blog
INEX_LD-20120122	viet food	-8.439663988907	vietnamese food blog
INEX_LD-20120122	food blog	-4.127134385045092	vietnamese food blog
INEX_LD-20120131	vietnam	-16.850208704510244	vietnam travel national park
INEX_LD-20120131	travel	-18.08933567292514	vietnam travel national park
INEX_LD-20120131	national	-19.298830596402887	vietnam travel national park
INEX_LD-20120131	park	-18.008913599663472	vietnam travel national park
INEX_LD-20120131	vietnam travel	-5.575949103146316	vietnam travel national park
INEX_LD-20120131	travel national	-6.508769136971682	vietnam travel national park
INEX_LD-20120131	national park	-14.875749241248649	vietnam travel national park
INEX_LD-20120132	vietnam	-16.850208704510244	vietnam travel airports
INEX_LD-20120132	travel	-18.08933567292514	vietnam travel airports
INEX_LD-20120132	airport	-16.455884306434175	vietnam travel airports
INEX_LD-20120132	vietnam travel	-5.575949103146316	vietnam travel airports
INEX_LD-20120132	travel airport	-4.59511985013459	vietnam travel airports
INEX_LD-20120211	guitar	-15.549131603888172	guitar chord tuning
INEX_LD-20120211	chord	-15.98849708604722	guitar chord tuning
INEX_LD-20120211	tune	-16.958136370455478	guitar chord tuning
INEX_LD-20120211	guitar chord	-9.085797036901582	guitar chord tuning
INEX_LD-20120211	chord tune	-5.54907608489522	guitar chord tuning
